"id","text","author"
"id18914","One steady patron a bank defaulter under cover came to converse with him quite regularly, and from the tone of his discourse ventured the opinion that he had been a writer or professor in his day.","HPL"
"id03258","In some places they was little stones strewed abaout like charms with somethin' on 'em like what ye call a swastika naowadays.","HPL"
"id17578","I have gazed on you as you slept, melted even to tears, as the idea filled my mind, that all I possessed lay cradled in those idolized, but mortal lineaments before me.","MWS"
"id24910","You are very young; let not this check for more than a moment retard your glorious course; hold on, beloved one.","MWS"
"id14892","I I could not Thus it is said the Prussian Isis has, for some persons, a sweet and very powerful perfume, while to others it is perfectly scentless.","EAP"
"id01118","I was deeply interested in the little family history which he detailed to me with all that candor which a Frenchman indulges whenever mere self is his theme.","EAP"
"id04831","To muse for long unwearied hours, with my attention riveted to some frivolous device on the margin, or in the typography of a book; to become absorbed, for the better part of a summer's day, in a quaint shadow falling aslant upon the tapestry or upon the floor; to lose myself, for an entire night, in watching the steady flame of a lamp, or the embers of a fire; to dream away whole days over the perfume of a flower; to repeat, monotonously, some common word, until the sound, by dint of frequent repetition, ceased to convey any idea whatever to the mind; to lose all sense of motion or physical existence, by means of absolute bodily quiescence long and obstinately persevered in: such were a few of the most common and least pernicious vagaries induced by a condition of the mental faculties, not, indeed, altogether unparalleled, but certainly bidding defiance to anything like analysis or explanation.","EAP"
"id03136","As soon as possible I visited the grave of Jan Martense and dug vainly where I had dug before.","HPL"
"id23095","Then he saw the volume and shuddered wildly, and fainted altogether when Williams uttered the title.","HPL"
"id18267","Surely in that moment I should have been possessed by frenzy and have destroyed my miserable existence but that my vow was heard and that I was reserved for vengeance.","MWS"
"id12515","Never before were two houses so illustrious, mutually embittered by hostility so deadly.","EAP"
"id12426","""It gives me the greatest delight to see you; but tell me how you left my father, brothers, and Elizabeth.""","MWS"
"id25747","And as I writhe in my guilty agony, frantic to save the city whose peril every moment grows, and vainly striving to shake off this unnatural dream of a house of stone and brick south of a sinister swamp and a cemetery on a low hillock; the Pole Star, evil and monstrous, leers down from the black vault, winking hideously like an insane watching eye which strives to convey some strange message, yet recalls nothing save that it once had a message to convey.","HPL"
"id26708","To the right and left, in the middle of each wall, a tall and narrow Gothic window looked out upon a closed corridor which pursued the windings of the suite.","EAP"
"id16467","It was exquisitely lovely this, of course, my heart had told me before, even had not Talbot fully satisfied me upon the point but still the unintelligible something disturbed me.","EAP"
"id22891","Continued last night our astronomical amusements.","EAP"
"id25515","I was evidently approaching it, and with great rapidity.","EAP"
"id00158","Without was the ""Red Death.""","EAP"
"id15161","For many months after that Kuranes sought the marvellous city of Celephaïs and its sky bound galleys in vain; and though his dreams carried him to many gorgeous and unheard of places, no one whom he met could tell him how to find Ooth Nargai, beyond the Tanarian Hills.","HPL"
"id16567","Where then was my guardian angel?","EAP"
"id01884","The presence of a friend in its armies and councils made us enter into the details with enthusiasm; and a short letter now and then from Raymond told us how he was engrossed by the interests of his adopted country.","MWS"
"id16018","Chapter We passed a few sad hours until eleven o'clock, when the trial was to commence.","MWS"
"id23868","""A few days after, the Turk entered his daughter's apartment and told her hastily that he had reason to believe that his residence at Leghorn had been divulged and that he should speedily be delivered up to the French government; he had consequently hired a vessel to convey him to Constantinople, for which city he should sail in a few hours.","MWS"
